transaction_id,transaction_amount,transaction_hour,merchant_category,distance_from_home,previous_transactions,avg_transaction_amount,device_trust_score,international_transaction,failed_attempts,account_age_days,transactions_last_24h,fraud
111641,56.29,21,Online,26.69,28,60.27,0.88,0,1,1219,2,0
111642,39.32,23,Restaurant,44.16,10,36.99,0.76,0,2,2328,2,0
111643,157.37,23,Restaurant,0.55,49,27.07,0.8,0,0,2263,3,0
111644,2.8,7,Grocery,30.23,50,14.53,0.89,0,0,2127,2,0
111645,64.0,12,Restaurant,4.98,98,17.18,0.74,0,0,481,2,0
111646,77.17,23,Restaurant,12.01,74,29.19,0.66,0,0,917,4,0
111647,113.55,21,Restaurant,24.83,18,29.9,0.94,1,1,551,3,0
111648,38.15,10,Electronics,12.73,10,46.09,0.63,0,1,1173,2,0
111649,48.77,9,Grocery,4.73,85,73.72,0.55,0,0,1407,4,0
111650,98.23,10,Travel,42.59,66,96.52,0.75,0,0,1880,3,0
111651,154.79,2,Travel,16.21,9,43.29,0.64,1,0,850,4,0
111652,30.86,13,Travel,48.19,38,12.48,0.84,0,0,324,2,0
111653,51.43,13,Restaurant,33.75,7,18.83,0.28,0,1,719,4,0
111654,183.23,18,Electronics,37.66,3,17.42,0.92,0,1,407,3,0
111655,5.98,3,Electronics,8.08,26,9.97,0.69,0,0,2223,2,0
111656,21.74,0,Restaurant,78.61,7,134.8,0.69,1,1,1826,3,0
111657,151.3,1,Restaurant,34.44,40,9.78,0.88,0,0,2386,1,0
111658,108.12,5,Restaurant,7.41,89,13.77,0.9,0,0,2859,3,0
111659,64.73,12,Fuel,40.81,99,19.4,0.78,0,0,2292,2,0
111660,27.01,13,Online,25.34,46,61.65,0.88,0,0,2992,2,0
111661,18.29,0,Grocery,23.25,27,53.55,0.9,0,0,2964,2,0
111662,23.76,7,Restaurant,0.11,99,10.64,0.83,0,1,1264,3,0
111663,162.91,17,Travel,0.41,71,17.1,0.41,1,1,2694,3,0
111664,22.97,13,Travel,21.36,38,28.52,0.95,0,0,1908,1,0
111665,44.31,1,Fuel,5.88,20,14.21,0.97,0,0,189,2,0
111666,20.53,23,Travel,1.09,87,53.45,0.39,0,2,771,6,0
111667,86.36,11,Online,6.06,93,6.36,0.46,0,0,1354,1,0
111668,24.91,23,Fuel,32.75,53,56.67,0.53,0,0,1973,4,0
111669,37.05,0,Grocery,11.45,54,48.5,0.92,0,0,1632,5,0
111670,8.89,20,Grocery,17.21,86,45.43,0.76,0,1,186,5,0
111671,9.47,14,Electronics,29.02,21,26.41,0.47,0,1,711,1,0
111672,40.73,10,Grocery,7.03,69,97.73,0.78,0,1,1138,2,0
111673,12.27,17,Grocery,0.2,40,10.94,0.78,0,1,2177,2,0
111674,268.96,16,Fuel,7.03,53,11.31,0.88,0,0,875,3,0
111675,6.33,2,Fuel,56.5,47,157.22,0.88,0,0,2063,5,0
111676,19.68,14,Online,11.85,54,33.83,0.44,0,0,1292,4,0
111677,41.06,12,Online,15.18,74,70.94,0.76,0,0,1598,2,0
111678,29.12,2,Grocery,25.72,33,18.59,0.48,0,0,2009,6,0
111679,14.97,12,Restaurant,2.2,65,22.43,0.91,1,0,2345,3,1
111680,17.08,8,Grocery,23.83,100,129.7,0.52,0,1,2768,4,0
111681,16.58,9,Travel,6.36,80,46.78,0.9,0,0,1346,3,0
111682,31.25,0,Electronics,8.84,83,52.18,0.62,0,0,2334,3,0
111683,234.33,1,Restaurant,5.65,69,29.9,0.64,1,0,1155,4,0
111684,43.39,13,Grocery,3.0,23,19.92,0.71,1,1,1894,1,0
111685,117.29,4,Grocery,8.07,54,64.84,0.38,0,0,1147,3,0
111686,63.83,21,Restaurant,1.79,3,24.83,0.67,0,1,2386,4,0
111687,110.22,9,Restaurant,33.53,46,25.48,0.77,1,0,1330,5,0
111688,3.25,18,Electronics,6.57,50,27.72,0.81,0,0,1708,3,0
111689,30.75,7,Grocery,19.08,18,35.71,0.53,0,2,2167,2,0
111690,131.16,12,Fuel,6.34,3,19.83,0.94,0,0,617,2,0
111691,24.18,8,Grocery,4.26,3,17.9,0.74,0,0,929,4,0
111692,197.6,17,Online,22.51,14,22.55,0.7,0,0,1210,2,1
111693,153.78,3,Grocery,17.61,8,21.12,0.94,0,1,828,1,0
111694,26.52,7,Restaurant,4.43,32,5.29,0.89,0,0,216,2,0
111695,25.72,4,Online,17.05,94,92.62,0.92,0,0,441,2,0
111696,16.24,5,Online,0.09,19,38.62,0.77,0,0,2586,3,0
111697,22.95,19,Travel,3.5,6,21.66,0.82,0,1,1264,2,0
111698,13.34,4,Grocery,23.42,73,69.64,0.78,0,0,1609,3,0
111699,59.5,0,Online,9.5,48,11.24,0.93,0,0,1065,1,0
111700,10.91,18,Travel,4.1,94,48.27,0.68,0,0,1517,3,0
111701,69.64,3,Fuel,12.69,56,29.41,0.82,0,0,481,6,0
111702,71.18,0,Online,11.27,70,27.14,0.52,0,0,1178,4,1
111703,9.07,18,Restaurant,18.09,61,23.88,0.65,0,0,1091,1,0
111704,163.18,3,Fuel,1.36,48,64.38,0.63,0,0,1223,3,0
111705,64.22,13,Restaurant,30.8,31,27.4,0.74,0,0,1890,3,0
111706,79.42,13,Online,1.08,42,33.75,0.83,0,1,2627,5,0
111707,20.43,8,Online,10.89,85,105.0,0.63,0,0,2869,2,0
111708,70.82,18,Restaurant,22.31,40,37.09,0.72,0,0,2610,3,0
111709,111.47,10,Restaurant,7.61,55,26.33,0.82,0,0,2461,3,0
111710,37.01,15,Online,43.37,79,34.44,0.68,0,0,1024,4,0
111711,245.12,18,Restaurant,25.33,21,51.26,0.68,1,0,1930,1,0
111712,42.08,3,Travel,9.99,43,16.74,0.9,0,0,593,1,0
111713,112.92,8,Online,3.66,78,58.56,0.74,0,0,2038,2,0
111714,52.65,16,Grocery,0.8,58,24.94,0.51,0,0,2471,2,0
111715,68.51,14,Grocery,29.12,38,45.12,0.62,0,1,1770,5,0
111716,8.99,7,Grocery,3.89,76,43.98,0.19,1,0,2809,2,1
111717,56.48,12,Travel,5.66,15,29.83,0.83,0,0,550,1,0
111718,20.87,0,Fuel,0.19,61,47.51,0.85,0,1,140,2,0
111719,18.88,1,Restaurant,0.33,37,52.56,0.73,1,0,100,1,0
111720,194.36,9,Fuel,4.71,11,19.11,0.74,1,1,2839,3,0
111721,33.37,20,Grocery,37.13,94,18.9,0.84,0,1,2916,6,0
111722,16.4,12,Online,27.32,99,62.76,0.92,0,0,2042,4,0
111723,29.28,10,Electronics,26.44,35,43.89,0.89,0,0,2532,2,0
111724,12.55,13,Grocery,31.58,42,18.01,0.76,0,0,1488,3,0
111725,147.01,15,Online,3.72,42,38.03,0.64,0,0,1929,1,0
111726,21.63,5,Grocery,69.59,52,16.09,0.88,0,0,2991,3,0
111727,65.13,1,Grocery,4.76,28,34.08,0.73,0,0,2332,3,0
111728,137.07,4,Electronics,2.92,10,13.8,0.71,0,0,1987,4,0
111729,25.79,18,Online,6.28,75,9.59,0.83,0,0,774,2,0
111730,65.29,6,Restaurant,13.61,2,32.84,0.4,0,0,1982,3,0
111731,16.01,16,Electronics,2.39,2,121.47,0.92,0,1,2022,3,0
111732,365.47,4,Grocery,24.15,81,27.67,0.77,1,0,2015,4,1
111733,93.95,11,Grocery,8.36,63,26.04,0.85,0,2,2622,4,0
111734,34.01,18,Grocery,15.13,77,47.8,0.82,1,0,153,1,0
111735,20.18,17,Fuel,23.85,38,74.88,0.48,1,0,1291,1,0
111736,36.5,11,Fuel,41.79,66,40.47,0.75,0,1,1052,2,0
111737,29.79,2,Fuel,30.8,57,58.64,0.62,0,1,2954,3,0
111738,234.55,3,Online,13.88,52,40.96,0.75,0,0,2877,2,0
111739,13.42,14,Fuel,85.14,90,60.92,0.85,0,0,1230,3,0
111740,45.66,14,Online,13.58,27,29.72,0.83,0,1,1183,2,0
111741,39.79,10,Fuel,13.82,53,71.45,0.82,0,0,2756,2,0
111742,36.39,1,Fuel,3.11,39,47.11,0.88,0,0,930,5,0
111743,36.68,17,Restaurant,2.9,37,10.9,0.78,0,0,1242,3,0
111744,36.44,2,Electronics,3.33,97,50.93,0.53,0,0,1227,3,0
111745,88.74,17,Restaurant,16.13,57,97.85,0.72,0,2,459,2,0
111746,69.97,13,Restaurant,9.66,82,45.16,0.9,0,0,1060,1,0
111747,58.97,5,Restaurant,8.78,29,25.35,0.74,0,0,2268,3,0
111748,2.64,1,Online,2.46,68,123.58,0.85,0,1,1724,3,0
111749,52.97,0,Online,8.64,94,34.35,0.64,0,1,125,2,0
111750,9.12,7,Grocery,8.55,38,26.52,0.77,0,0,1417,1,0
111751,72.36,9,Electronics,17.46,81,41.03,0.69,0,0,1493,3,0
111752,152.48,19,Fuel,8.85,48,63.26,0.83,0,1,600,3,0
111753,17.57,17,Restaurant,9.77,13,24.99,0.89,0,0,1161,6,0
111754,31.96,19,Electronics,5.73,84,33.3,0.76,0,0,1087,3,0
111755,23.58,10,Fuel,2.54,57,61.26,0.95,0,0,1726,1,0
111756,122.96,17,Electronics,6.42,100,25.53,0.57,0,0,1314,3,0
111757,44.06,15,Travel,0.79,5,42.66,0.59,0,0,110,4,0
111758,191.62,4,Electronics,4.1,27,24.99,0.64,0,0,2815,5,0
111759,58.7,6,Fuel,7.07,87,41.65,0.46,0,0,2144,4,0
111760,50.31,21,Online,2.83,11,10.91,0.76,0,1,2946,4,0
111761,43.01,1,Restaurant,19.68,35,16.97,0.64,0,0,204,6,0
111762,84.45,10,Fuel,5.93,82,17.93,0.82,0,0,1829,3,0
111763,8.47,12,Fuel,17.21,53,42.53,0.86,0,0,1398,2,0
111764,43.68,19,Online,18.59,67,53.91,0.3,0,0,696,2,0
111765,37.98,23,Fuel,10.67,31,30.7,0.9,0,0,2923,3,0
111766,77.7,15,Online,10.73,15,12.55,0.59,0,0,975,2,0
111767,34.16,13,Restaurant,15.68,99,103.98,0.64,0,1,498,2,0
111768,15.88,6,Travel,5.48,6,35.26,0.45,0,0,1063,2,0
111769,40.72,6,Electronics,0.39,93,70.16,0.63,0,0,705,1,0
111770,15.26,11,Grocery,18.64,91,72.11,0.7,0,0,691,4,0
111771,7.15,11,Online,16.88,92,13.93,0.83,0,1,2093,2,0
111772,77.82,19,Grocery,11.65,3,22.54,0.47,0,0,1513,3,0
111773,68.11,0,Travel,37.54,23,96.22,0.76,0,1,2331,1,0
111774,61.58,22,Electronics,12.79,90,33.49,0.89,0,0,1472,6,0
111775,130.66,5,Travel,6.51,27,39.9,0.75,0,1,1245,2,0
111776,22.23,7,Electronics,22.5,6,45.5,0.93,0,1,2934,2,0
111777,11.16,12,Online,59.06,33,45.61,0.82,0,0,2833,7,0
111778,37.98,4,Fuel,24.03,78,30.77,0.48,0,0,2904,4,0
111779,29.58,23,Fuel,43.11,3,20.4,0.54,0,0,1476,6,0
111780,18.95,9,Restaurant,2.15,19,23.77,0.85,0,0,2851,3,0
111781,37.64,13,Fuel,2.32,19,49.08,0.66,0,0,898,4,0
111782,23.33,23,Travel,3.02,27,15.49,0.75,0,1,1501,3,0
111783,7.75,8,Restaurant,21.84,50,15.89,0.76,0,0,1882,5,0
111784,27.19,16,Electronics,8.89,37,26.71,0.77,0,0,1137,3,0
111785,14.55,2,Fuel,11.69,58,22.36,0.57,1,0,612,3,1
111786,49.82,11,Grocery,5.47,42,43.38,0.59,0,0,2273,3,0
111787,22.41,11,Restaurant,23.98,48,132.65,0.8,0,1,820,3,0
111788,110.0,10,Online,33.6,51,50.4,0.82,0,2,2539,5,0
111789,171.31,21,Restaurant,3.14,66,29.02,0.62,0,0,1265,4,0
111790,74.55,3,Grocery,3.85,45,5.9,0.77,0,1,953,3,0
111791,10.01,7,Restaurant,7.46,14,32.71,0.59,1,0,1151,3,0
111792,156.75,9,Online,5.92,49,20.83,0.92,0,0,2839,5,0
111793,167.03,13,Grocery,13.65,56,61.44,0.55,0,0,2969,4,0
111794,41.14,0,Online,25.14,28,19.52,0.47,0,0,2255,3,0
111795,133.04,11,Fuel,28.37,58,18.2,0.68,0,0,2705,4,0
111796,24.62,4,Fuel,4.21,10,50.86,0.81,0,0,914,2,0
111797,7.54,13,Travel,3.48,38,25.99,0.69,0,0,1234,4,0
111798,20.4,3,Grocery,8.14,28,29.1,0.65,0,0,634,4,0
111799,191.78,16,Travel,2.88,13,20.87,0.65,0,1,2518,2,0
111800,10.57,21,Online,1.73,92,55.04,0.78,0,0,1251,3,0
111801,40.43,12,Fuel,5.0,17,19.03,0.73,0,0,2829,2,0
111802,41.71,2,Fuel,9.01,69,40.9,0.96,0,1,150,6,0
111803,25.49,10,Fuel,15.95,47,10.66,0.63,0,0,137,5,0
111804,27.14,10,Restaurant,23.13,69,20.8,0.84,1,1,1327,2,0
111805,43.16,4,Online,4.54,19,50.89,0.5,1,0,1166,1,0
111806,24.39,5,Grocery,30.73,98,49.95,0.73,0,0,1515,2,0
111807,11.25,3,Travel,0.62,39,24.81,0.88,0,0,785,4,0
111808,49.08,9,Fuel,10.57,64,48.97,0.86,0,0,1074,3,0
111809,106.27,9,Online,18.05,95,40.84,0.5,0,0,2941,1,0
111810,88.47,11,Restaurant,6.2,25,40.8,0.67,0,0,724,4,0
111811,19.52,21,Grocery,20.72,51,20.7,0.69,0,0,1521,6,0
111812,13.12,22,Electronics,36.32,65,19.85,0.56,0,0,2110,3,0
111813,31.32,17,Restaurant,1.69,86,26.14,0.95,0,0,1440,1,0
111814,165.84,14,Fuel,12.93,38,25.82,0.9,0,0,1595,3,0
111815,72.32,22,Grocery,0.34,93,30.56,0.68,0,0,2084,5,0
111816,76.22,22,Grocery,5.9,66,45.5,0.71,0,0,919,2,0
111817,90.1,17,Restaurant,2.65,94,31.14,0.79,1,0,1120,3,0
111818,59.07,2,Electronics,17.62,17,28.05,0.42,0,1,1578,5,0
111819,45.08,2,Grocery,5.15,36,36.67,0.86,0,1,2307,4,0
111820,73.41,0,Grocery,5.97,52,129.42,0.86,0,0,265,3,0
111821,24.74,16,Restaurant,4.14,14,26.78,0.97,0,0,2963,4,0
111822,11.32,9,Restaurant,5.03,17,23.29,0.57,0,0,570,2,0
111823,77.53,5,Fuel,4.59,28,40.07,0.98,0,0,2848,4,0
111824,123.22,10,Restaurant,21.54,6,37.65,0.73,0,1,1277,4,0
111825,14.78,13,Online,56.15,9,46.71,0.9,0,1,1481,2,0
111826,84.75,16,Grocery,12.13,11,63.65,0.87,0,0,673,4,0
111827,183.59,6,Online,16.51,72,9.71,0.92,0,0,2711,1,0
111828,40.37,21,Restaurant,30.68,47,146.42,0.68,0,0,1572,2,0
111829,19.37,3,Grocery,11.64,52,47.76,0.34,0,1,361,2,0
111830,45.18,10,Online,6.47,23,48.85,0.88,0,0,1379,2,0
111831,24.64,18,Grocery,54.28,70,33.46,0.77,0,0,1192,2,0
111832,23.22,8,Restaurant,42.59,85,25.93,0.76,0,0,1723,3,0
111833,59.73,20,Online,4.48,81,44.05,0.86,0,0,2786,3,0
111834,9.55,7,Online,21.86,39,22.82,0.5,0,0,741,2,0
111835,11.03,19,Fuel,18.75,75,34.29,0.87,0,0,126,3,0
111836,41.16,3,Fuel,18.88,5,13.76,0.56,0,0,1742,6,0
111837,39.64,15,Online,31.96,95,17.17,0.48,0,1,1849,3,0
111838,55.1,5,Fuel,20.18,80,93.46,0.89,1,0,738,2,0
111839,218.7,5,Grocery,13.14,76,49.29,0.5,0,0,1734,4,0
111840,44.44,18,Travel,33.68,30,39.04,0.8,0,1,1349,3,0
111841,69.29,1,Grocery,5.54,25,17.87,0.7,0,1,2159,6,0
111842,16.81,10,Electronics,20.47,76,71.15,0.79,0,0,2421,3,0
111843,80.73,17,Travel,21.76,67,13.82,0.51,0,0,2665,3,0
111844,25.18,8,Fuel,36.77,81,15.17,0.67,0,0,1397,4,0
111845,43.13,15,Restaurant,114.87,53,18.58,0.38,1,1,1317,2,0
111846,36.67,10,Restaurant,14.68,68,32.2,0.7,0,0,1100,2,0
111847,102.48,13,Travel,11.92,70,39.06,0.51,0,1,2419,3,0
111848,12.44,7,Restaurant,16.52,50,38.17,0.74,1,0,2045,7,0
111849,5.18,12,Online,19.35,15,20.51,0.74,0,1,1919,3,0
111850,33.38,9,Electronics,22.47,32,48.26,0.96,0,0,516,4,0
111851,61.66,22,Fuel,5.94,85,239.75,0.67,0,0,1784,3,0
111852,46.39,11,Grocery,12.02,56,6.35,0.44,0,1,1723,6,0
111853,122.61,20,Fuel,8.34,56,23.91,0.76,0,1,332,5,0
111854,59.96,2,Grocery,0.71,66,15.61,0.95,1,0,2915,2,0
111855,24.35,1,Restaurant,16.93,67,17.04,0.97,0,0,102,3,0
111856,4.99,10,Fuel,37.4,25,19.05,0.63,0,0,2579,2,0
111857,32.67,23,Restaurant,45.8,27,11.11,0.61,0,1,2525,2,0
111858,102.02,17,Restaurant,13.12,91,18.85,0.74,0,0,1551,1,0
111859,28.42,23,Online,26.13,87,37.53,0.62,0,0,1450,6,0
111860,41.49,20,Electronics,22.43,9,50.07,0.91,0,0,2407,1,0
111861,59.1,3,Grocery,4.68,61,10.8,0.63,0,0,620,4,0
111862,16.22,7,Electronics,1.17,36,100.05,0.73,0,0,1140,2,0
111863,70.87,10,Grocery,24.8,11,8.51,0.73,0,0,778,5,0
111864,176.52,14,Fuel,5.98,39,9.53,0.8,0,0,2668,4,0
111865,34.62,22,Fuel,14.35,7,42.57,0.65,0,0,1590,4,0
111866,14.64,23,Electronics,13.36,13,104.26,0.42,0,2,258,3,0
111867,38.09,20,Online,30.66,71,59.67,0.65,0,1,2847,2,0
111868,5.46,1,Grocery,18.62,47,20.86,0.71,0,0,944,4,0
111869,54.77,22,Grocery,33.81,77,70.03,0.51,0,0,1825,3,0
111870,60.77,18,Online,25.12,6,28.58,0.9,0,0,1754,3,0
111871,182.74,14,Electronics,156.37,4,12.73,0.54,0,2,285,5,1
111872,33.97,12,Grocery,35.9,43,9.36,0.7,0,0,1906,3,0
111873,58.42,1,Online,4.27,25,90.67,0.85,1,0,2139,5,0
111874,18.63,2,Fuel,58.58,84,14.64,0.8,0,2,628,2,1
111875,29.35,13,Restaurant,7.48,73,16.02,0.65,0,0,1786,1,0
111876,10.25,19,Electronics,16.85,25,29.05,0.34,0,1,2002,2,0
111877,33.94,12,Travel,51.05,73,13.19,0.86,0,0,2376,7,0
111878,30.73,22,Restaurant,4.34,41,75.94,0.82,0,0,2016,6,0
111879,52.95,15,Online,35.05,83,24.59,0.89,0,0,2632,1,0
111880,23.08,11,Fuel,55.1,12,36.1,0.56,0,0,2464,6,0
111881,43.6,0,Fuel,34.6,35,26.98,0.74,0,0,2199,2,0
111882,29.96,5,Fuel,30.78,68,64.05,0.8,0,1,2329,1,0
111883,30.01,12,Restaurant,5.53,56,18.09,0.86,0,0,1925,2,0
111884,43.48,21,Travel,9.41,83,48.67,0.97,0,0,316,1,0
111885,41.95,23,Online,25.71,50,59.99,0.59,0,0,1483,4,0
111886,80.24,1,Online,2.26,44,29.42,0.75,0,0,1005,4,0
111887,36.29,17,Grocery,39.47,6,54.19,0.84,1,0,726,3,0
111888,29.52,16,Restaurant,4.25,31,31.55,0.96,0,0,1943,1,0
111889,34.37,18,Grocery,14.98,96,69.68,0.79,0,0,2382,6,0
111890,21.26,22,Fuel,2.0,73,10.8,0.8,0,0,929,3,0
111891,29.26,14,Electronics,3.69,48,16.64,0.87,0,0,2893,3,0
111892,251.65,7,Online,15.85,90,29.73,0.87,0,1,1554,1,0
111893,17.79,22,Travel,18.12,6,7.8,0.32,0,1,2303,3,0
111894,31.48,8,Online,5.66,37,26.78,0.64,0,1,2698,5,0
111895,28.54,7,Electronics,2.28,98,26.65,0.56,0,0,133,7,0
111896,32.38,7,Online,14.36,21,13.97,0.49,0,0,1901,3,0
111897,30.02,10,Grocery,33.06,91,17.53,0.93,0,0,403,3,0
111898,52.0,17,Restaurant,4.05,52,18.76,0.57,0,0,392,3,0
111899,8.68,16,Grocery,21.17,83,42.91,0.74,0,0,1416,3,0
111900,102.87,21,Restaurant,8.78,91,46.92,0.81,0,0,323,3,0
111901,71.47,22,Online,51.59,67,16.27,0.61,0,0,1172,5,0
111902,13.22,5,Online,1.55,89,83.79,0.69,1,1,1406,1,0
111903,5.25,22,Grocery,0.73,34,49.84,0.63,0,0,1924,2,0
111904,16.79,23,Restaurant,2.39,51,14.34,0.74,0,0,1045,2,0
111905,32.51,1,Fuel,27.46,21,61.5,0.82,0,0,677,4,0
111906,412.51,0,Restaurant,46.1,75,19.15,0.7,0,1,792,4,1
111907,65.95,9,Grocery,31.12,27,58.91,0.9,0,0,2135,2,0
111908,7.95,7,Electronics,22.77,28,32.29,0.87,0,1,538,1,0
111909,21.74,15,Restaurant,1.07,4,30.38,0.65,0,0,1170,4,0
111910,38.56,23,Grocery,4.33,41,60.56,0.59,0,0,671,2,0
111911,50.82,13,Online,49.31,53,36.0,0.83,0,1,476,3,0
111912,12.39,23,Restaurant,17.55,48,41.92,0.88,0,0,1250,1,0
111913,35.82,15,Grocery,11.37,90,19.58,0.8,0,0,1037,5,0
111914,21.2,13,Restaurant,19.02,85,37.93,0.71,0,0,1340,2,0
111915,14.98,6,Online,3.54,39,20.15,0.68,0,0,415,3,0
111916,51.09,17,Travel,40.21,68,23.4,0.87,1,0,1187,2,0
111917,81.17,19,Electronics,19.22,49,27.58,0.7,0,1,438,4,0
111918,86.22,8,Online,11.47,64,30.79,0.78,1,0,706,2,0
111919,67.83,23,Grocery,11.0,55,26.57,0.88,0,2,2339,2,0
111920,25.85,3,Online,31.11,68,24.2,0.81,0,0,379,3,0
111921,76.95,23,Fuel,6.62,50,43.29,0.57,0,0,897,3,0
111922,53.42,15,Fuel,2.65,23,32.11,0.69,0,1,2384,2,0
111923,45.63,21,Travel,3.7,56,43.35,0.62,0,0,1847,1,0
111924,23.32,10,Restaurant,1.52,9,119.54,0.86,0,0,2670,3,0
111925,25.86,8,Fuel,12.76,24,73.16,0.63,0,1,2169,1,0
111926,43.23,16,Electronics,20.36,29,23.3,0.74,0,0,195,1,0
111927,363.54,21,Grocery,48.92,7,22.78,0.93,0,0,1162,4,0
111928,53.04,10,Travel,25.01,18,32.63,0.74,0,0,191,2,0
111929,23.33,19,Fuel,15.75,66,80.31,0.75,0,0,215,2,0
111930,19.12,2,Restaurant,35.91,28,55.84,0.65,0,0,1788,4,0
111931,25.98,20,Restaurant,40.1,43,70.97,0.79,0,1,876,3,0
111932,287.02,10,Online,22.43,41,17.99,0.88,0,1,562,4,0
111933,28.24,7,Restaurant,1.04,63,38.81,0.83,0,0,2742,4,0
111934,91.49,9,Grocery,6.21,29,138.45,0.71,0,0,208,2,0
111935,28.84,5,Restaurant,7.38,45,23.15,0.47,0,0,2831,4,0
111936,51.17,16,Restaurant,107.01,17,22.53,0.75,0,2,1462,3,0
111937,82.48,5,Restaurant,11.23,95,19.81,0.67,0,0,1795,1,0
111938,24.17,6,Online,25.83,17,80.84,0.84,0,0,1250,4,0
111939,22.71,12,Restaurant,30.26,31,12.37,0.7,0,0,745,3,0
111940,180.0,5,Fuel,19.07,87,25.08,0.83,0,0,2895,2,0
111941,98.11,2,Restaurant,0.33,10,46.21,0.78,0,0,1749,1,0
111942,82.4,12,Restaurant,0.35,70,26.18,0.9,1,0,1211,5,0
111943,82.15,9,Online,30.74,27,31.97,0.5,0,0,478,4,0
111944,61.17,3,Online,24.19,75,43.59,0.53,0,0,1748,1,0
111945,248.64,4,Restaurant,13.83,20,43.73,0.62,0,1,298,2,0
111946,42.08,20,Grocery,5.15,46,44.19,0.94,1,1,2905,3,0
111947,68.0,18,Electronics,1.63,69,48.07,0.82,0,0,508,3,0
111948,10.96,17,Grocery,3.23,32,44.56,0.95,0,1,2975,3,0
111949,19.25,23,Electronics,15.63,69,81.27,0.86,0,0,1035,5,0
111950,13.73,6,Restaurant,14.21,62,17.66,0.35,0,1,2702,4,0
111951,127.31,20,Online,51.03,86,36.32,0.81,0,0,2008,2,0
111952,4.07,0,Restaurant,56.75,65,13.41,0.94,0,1,255,1,0
111953,28.16,16,Grocery,15.44,20,16.21,0.57,0,0,1922,2,0
111954,2.73,23,Electronics,33.15,51,43.17,0.85,0,0,280,1,0
111955,19.14,19,Restaurant,30.11,79,30.42,0.62,0,0,1419,2,0
111956,26.0,19,Online,25.13,75,34.26,0.62,0,0,907,4,0
111957,140.67,17,Fuel,10.35,32,73.1,0.96,0,1,870,2,0
111958,57.8,4,Fuel,8.88,59,52.16,0.66,0,0,843,3,0
111959,19.11,21,Fuel,5.52,55,21.89,0.83,0,0,2333,3,0
111960,105.57,5,Restaurant,49.79,92,27.07,0.82,0,0,646,2,1
111961,41.1,9,Online,32.37,28,51.69,0.64,0,1,1093,2,0
111962,41.84,18,Electronics,3.51,17,9.58,0.32,1,0,657,4,0
111963,13.7,9,Grocery,5.24,34,18.77,0.6,1,0,1218,4,0
111964,16.59,5,Grocery,15.67,60,35.62,0.59,0,1,1893,2,0
111965,19.25,9,Electronics,9.61,59,40.82,0.76,0,0,2857,3,0
111966,42.17,9,Grocery,4.33,60,44.81,0.58,0,0,1596,4,0
111967,43.38,20,Fuel,28.19,88,57.74,0.89,0,0,474,4,0
111968,162.34,11,Restaurant,0.03,66,82.11,0.78,0,0,201,4,0
111969,57.2,23,Online,7.57,60,37.14,0.48,0,0,87,2,0
111970,3.54,3,Fuel,47.7,91,18.85,0.41,0,0,330,1,0
111971,51.23,12,Fuel,25.75,9,31.5,0.85,0,0,2990,4,0
111972,10.97,9,Fuel,9.23,52,20.74,0.6,0,0,637,2,0
111973,16.96,15,Online,47.54,83,25.31,0.73,0,1,1866,2,0
111974,19.47,18,Travel,41.59,36,37.06,0.76,0,0,771,3,0
111975,22.26,5,Restaurant,0.97,57,118.47,0.45,0,0,1407,2,0
111976,11.73,8,Online,2.46,93,35.68,0.76,0,1,1400,3,0
111977,48.58,13,Fuel,8.82,11,13.64,0.72,0,0,367,6,0
111978,11.36,23,Fuel,47.71,32,16.52,0.61,0,0,1342,1,0
111979,55.76,9,Online,33.47,91,104.74,0.83,0,0,2842,2,0
111980,302.86,7,Restaurant,0.88,52,97.65,0.88,0,0,1536,5,1
111981,12.23,2,Fuel,12.93,39,13.63,0.98,0,0,2683,6,1
111982,31.31,16,Fuel,22.93,88,107.82,0.63,0,0,829,2,0
111983,4.17,18,Restaurant,5.81,91,59.46,0.85,0,1,1739,5,0
111984,30.85,2,Restaurant,23.08,64,8.13,0.9,0,0,549,7,1
111985,72.13,13,Online,8.31,27,40.52,0.91,0,0,436,1,0
111986,77.37,5,Travel,5.77,40,15.48,0.93,0,0,2842,3,0
111987,43.36,18,Online,8.97,96,15.33,0.78,0,0,911,3,0
111988,90.05,17,Grocery,54.21,86,32.96,0.63,0,0,1254,4,1
111989,399.99,11,Restaurant,42.43,49,21.66,0.92,0,0,144,4,0
111990,188.87,14,Restaurant,44.15,96,23.73,0.24,0,0,1821,3,0
111991,25.27,5,Online,44.88,48,107.64,0.79,0,1,956,3,0
111992,10.96,20,Grocery,3.53,99,26.07,0.41,0,0,2989,3,0
111993,28.06,11,Grocery,40.75,65,22.32,0.64,0,1,1263,4,0
111994,17.25,18,Fuel,4.29,34,24.74,0.94,0,0,2253,4,0
111995,60.72,6,Electronics,32.78,1,113.05,0.7,0,0,2256,1,0
111996,13.97,22,Electronics,14.05,42,53.86,0.73,0,0,863,5,0
111997,37.88,19,Online,4.94,60,35.98,0.6,0,0,2377,3,0
111998,85.99,9,Travel,9.15,99,46.85,0.41,0,1,848,2,0
111999,36.94,17,Online,10.23,93,16.87,0.57,0,1,2639,3,0
112000,17.26,1,Travel,23.78,18,176.03,0.85,0,0,694,6,0
112001,116.43,12,Online,16.77,70,28.53,0.92,0,1,172,3,0
112002,7.46,14,Restaurant,30.55,6,109.23,0.85,0,2,671,2,0
